Company Name,Address,Phone,Email,Web Site
Quality Hotel Ballina,NA,(02) 6686 8888,info@qualityhotelballina.com.au,http://www.qualityhotelballina.com.au/
Lord Byron Resort,"120 Jonson St, Byron Bay NSW 2481",(02) 6685 7444,enquiries@lordbyronresort.net,http://www.lordbyronresort.net/
Kingscliff Holiday Homes,NA,NA,kingscliffholidayhomes@gmail.com,http://www.kingscliffholidayhomes.com.au/
Punthill Apartment Hotels,NA,1300 731 275,info@punthill.com.au,http://www.punthill.com.au/
The Australia Hotel,"136 Wollombi Rd, Cessnock NSW 2325",(02) 4990 1256,kim@australiahotel.com.au,http://www.australiahotel.com.au/
Seahorse Inn Hotel,NA,(02) 6496 1361,boydtownptyltd@bigpond.com,http://www.seahorseinnhotel.com.au/
Aarons Hotels & Resorts,"37 Ultimo Rd, Haymarket NSW 2000",(02) 9281 5555,res@aaronssydney.com.au,http://www.aaronssydney.com.au/
Medina Executive,"2 Lee St, Haymarket NSW 2000",(02) 8396 9800,mesc@medina.com.au,http://www.medina.com.au/
Alishan International Guest House,"100 Glebe Point Rd, Glebe NSW 2037",(02) 9566 4048,stay@alishan.com.au,http://www.alishan.com.au/
Ancient Briton Hotel,"225 Glebe Point Rd, Glebe NSW 2037",(02) 9660 1417,abhotel@me.com,http://www.abhotel.com.au/
Veriu Camperdown,"86 Parramatta Rd, Camperdown NSW 2050",(02) 9565 5051,HMcamperdown@Veriu.com.au,http://veriu.com.au/camperdown
Adara Camperdown,"23-33 Missenden Rd and 108 Parramatta Rd,, Camperdown NSW 2050",(02) 9557 6100,camperdown@adaraapartments.com.au,http://www.adarahotelsapartments.com.au/
Union Hotel,"576 King St, Newtown NSW 2042",(02) 9557 2989,info@unionnewtown.com.au,http://www.unionnewtown.com.au/
Beach Living Management,"9 Dick St, Freshwater NSW 2096",0412 603 605,beachlivingmanagement@gmail.com,http://beachlivingmanagement.com/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Granville Hotel,"10 Good St, Granville NSW 2142",(02) 9637 1424,granville.hotel@alhgroup.com.au,http://www.granvillehotel.com.au/
Bangor Tavern,"Cnr Menai and Yala Rds, Bangor NSW 2234",(02) 9543 1866,info@bangortavern.com.au,http://www.bangortavern.com.au/
Pritchard's Hotel,"360 Elizabeth Dr, Mt Pritchard NSW 2170",(02) 9607 0311,pritchards.hotel@alhgroup.com.au,https://www.pritchardshotel.com.au/
Patonga Beach Hotel,"6-8 Patonga Dr, Patonga NSW 2256",(02) 4379 1111,info@patongahotel.com,http://www.patongahotel.com/
Wallacia Hotel,"1590 Mulgoa Rd, Wallacia NSW 2745",(02) 4773 8888,reservations@wallaciahotel.com.au,http://www.wallaciahotel.com.au/
on bumbles creek,"Bumbles Creek Rd, Ourimbah NSW 2258",0408 307 601,info@onbumblescreek.com.au,http://onbumblescreek.com.au/
Quality Suites Pioneer Sands,"19 Carters Lane, Fairy Meadow NSW 2519",(02) 4252 1111,reservations@pioneersands.com.au,http://www.choicehotels.com.au/au758
Hotel Blue,"Lvl 1/ 192 Great Western Hwy, Hazelbrook NSW 2779",(02) 4782 6922,admin@hotelblue.com.au,http://www.hotelblue.com.au/
Corner Manor Leura,"93 Craigend St, Leura NSW 2780",(02) 4784 2105,cornermanorleura@gmail.com,http://www.cornermanorleura.com/
Argenton Hotel,"515 Lake Rd, Argenton NSW 2284",(02) 4958 1060,staff@argentonhotel.com.au,https://www.argentonhotel.com.au/
Woodbyne Boutique Hotel,"4 O'keefes Lane, Jaspers Brush NSW 2535",(02) 4448 6200,info@woodbyne.com.au,http://www.woodbyne.com.au/
Leisure Inn Pokolbin Hill,"Cnr Broke and McDonalds Rds, Pokolbin NSW 2320",(02) 4998 7000,pokolbin@leisureinnhotels.com,http://www.leisureinnhotels.com/
Tapitallee Lodges,"1240 Illaroo Rd, Tapitallee NSW 2540",NA,trevorkilner@yahoo.com,https://tapitalleelodges.com.au/
Havannah Accommodation,"19 Havannah St, Bathurst NSW 2795",(02) 6331 6463,admin@havannahaccommodation.com.au,http://www.havannahaccommodation.com.au/
Brucedale Cottage,"Brucedale 1361 Sofala Rd, Peel NSW 2795",(02) 6337 6508,suttor@bigpond.com,http://www.brucedale.com.au/
Newhaven Park House,"26 Cow Flat Rd, Bathurst NSW 2795",(02) 6337 2610,info@newhavenparkhouse.com.au,http://newhavenparkhouse.com.au/
Belltrees Country House,"Gundy Rd, Scone NSW 2337",(02) 6546 1123,bookings@belltrees.com,http://www.belltrees.com/
Westbury Boutique,"Corner Of Wingewarra and Brisbane Street, Dubbo NSW 2830",(02) 6881 6105,bookings@westburyboutiquebedandbreakfast.com.au,http://westburydubbo.com.au/
Mercure Centro Hotel Port Macquarie,"103 William St, Port Macquarie NSW 2444",(02) 6583 0830,info@centrohotel.com.au,http://www.centrohotel.com.au/
Macquarie Waters Hotels and Apartments,"11 Clarence St, Port Macquarie NSW 2444",(02) 6584 5755,info@mwaters.com.au,http://www.mwaters.com.au/
Royal Hotel Cooma,"Cnr Sharp and Lambie Street, Cooma NSW 2630",(02) 6452 2132,info@royalhotelcooma.com.au,http://www.royalhotelcooma.com.au/
Voyages Hotels and Resorts,"80 William St, Woolloomooloo NSW 2011",(02) 9339 1030,travel@voyages.com.au,http://www.voyages.com.au/
Steyne Hotel,"75 The Cso, Manly NSW 2095",(02) 9977 4977,info@hotelsteyne.com.au,http://www.hotelsteyne.com.au/
Quest Macquarie Park,"71 Epping Rd, Macquarie Park NSW 2113",(02) 8879 4600,questmacquariepark@questapartments.com.au,http://www.questapartments.com.au/Accommodation/491/Australia/Sydney_Suburbs/Quest_Macquarie_Park/Welcome.aspx
Railway Hotel,"216 Vincent St, Cessnock NSW 2325",(02) 4990 1070,info@railwayhotelcessnock.com.au,http://www.railwayhotelcessnock.com.au/
Dalton St Studio,"41 Dalton St, Orange NSW 2800",0406 672 149,pamharri@gmail.com,http://www.daltonststudio.com/
Sovereign Inn Cowra,"15-19 Kendal St, Cowra NSW 2794",(02) 6342 1055,cowra@sovinns.com.au,http://www.sovereigninns.com.au/properties/cowra
Rest Point Motor Inn,"72 New England Hwy, Glen Innes NSW 2370",(02) 6732 2255,info@restpointmotel.com.au,http://www.restpointmotel.com.au/
Comeroo Camel Station,"Bruce and Chris Sharpe, Bourke NSW 2840",(02) 6874 7735,comeroo@bigpond.com,http://www.comeroo.com/
Rydges Hotel North Sydney,"54 McLaren St, North Sydney NSW 2060",(02) 9922 1311,reservations_northsydney@rydges.com,http://www.rydges.com/accommodation/sydney-nsw/north-sydney/welcome
Sydney Gardenview Holiday Apartment,"Level 1/ 71 Alexander St, Crows Nest NSW 2065",(02) 9439 2688,anthony@gvarealty.com.au,http://www.sydneygardenview.com/
Crowne Plaza Hotel Coogee,"242 Arden St, Coogee NSW 2034",1800 001 036,NA,http://www.ichotelsgroup.com/
golden chain motel wahroonga,"1 Cam St, Wahroonga NSW 2076",(02) 9487 8425,info@ascotmotorinn.net.au,http://www.ascotmotorinn.net.au/
Lampton Park Hotel,"19A Morehead St, Lambton NSW 2299",(02) 4956 1376,info@lambtonparkhotel.com.au,http://www.lambtonparkhotel.com.au/
The Lucky Hotel,"Corner Of Hunter and Crown Streets 237 Hunter St, Newcastle NSW 2300",(02) 4925 8888,eat@theluckyhotel.com.au,http://www.theluckyhotel.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Quality Apartments City Centre Newcastle,"111 Scott St, Newcastle NSW 2300",(02) 4040 1200,stay@qualityapartmentsnewcastle.com.au,https://qualityapartmentsnewcastle.com.au/
King Street Motel,"52 King St, Gloucester NSW 2422",(02) 6558 9020,kingstreetacc@bigpond.com,http://www.kingstreetboutiquemotel.com.au/index.html
New England Hotel,"198 Beardy St, Armidale NSW 2350",(02) 6711 1186,info@thenewenglandhotel.com.au,http://www.thenewenglandhotel.com.au/
Townhouse Hotel Wagga,"70 Morgan St, Wagga Wagga NSW 2650",(02) 6921 4337,stay@townhousewagga.com,http://www.townhousewagga.com/
Coast Hotel,"2 Moonee St, Coffs Harbour NSW 2450",(02) 6652 3007,info@coasthotel.com.au,http://coasthotel.com.au/
Hoey Moey Hotel,"84 Ocean Parade, Coffs Harbour NSW 2450",(02) 6652 3833,info@hoeymoey.com.au,http://www.hoeymoey.com.au/
Maeville Cottage,"340 Chloride St, Broken Hill NSW 2880",(08) 8088 7745,maevillecottage@hotmail.com,http://www.maevillecottage.com/
Bredbo Inn Hotel,"1 Monaro Hwy, Bredbo NSW 2626",(02) 6454 4109,info@bredboinn.com.au,http://www.bredboinn.com.au/
Silverton Hotel,NA,(08) 8088 5313,rtonhotel@bigpond.com,http://www.silverton.org.au/hotel.htm
Hotel.com.au,"Level 12/ 130 Pitt St, Sydney NSW 2000",1300 468 468,RoomService@Hotel.com.au,http://www.hotel.com.au/
Four Points by Sheraton Darling Harbour Sydney,"161 Sussex St, Sydney NSW 2000",(02) 9290 4000,sydney.reservations@fourpoints.com,http://www.fourpoints.com/sydney
The Great Southern Hotel,"717 George St, Haymarket NSW 2000",(02) 9289 4400,reservations@greatsouthernhotel.com.au,http://www.greatsouthernhotel.com.au/sydney
Lakes Hotel,"307 Gardeners Rd, Rosebery NSW 2018",(02) 9667 2536,lakes@thomashotels.com.au,http://www.lakeshotel.com.au/
Ibis Styles Sydney Lansvale,"161 Hume Hwy, Lansvale NSW 2166",(02) 9727 5255,bookings@ibisstyleslansvale.com.au,http://www.ibisstyleslansvale.com.au/
Bateau Bay Hotel-Motel,"Cnr The Entrance Rd and Cresthaven Ave, Bateau Bay NSW 2261",(02) 4332 8022,bateaubay@newhavenhotels.com.au,http://www.bateaubayhotel.com.au/
The Clarendon Hotel,"347 Hunter St, Newcastle NSW 2300",(02) 4907 6700,functions@clarendonhotel.com.au,http://www.clarendonhotel.com.au/
Best Western Lakesway Motor Inn,"26 The Lakes Way, Forster NSW 2428",(02) 6554 8100,lakeswaymotorinn@bigpond.com,http://www.bestwestern.com.au/
Sanctuary Resort Motor Inn,"250 Pacific Hwy, Coffs Harbour NSW 2450",(02) 6650 5111,res@sanctuaryresort.net.au,http://sanctuaryresort.net.au/
Beer DeLuxe Albury,"491 Kiewa St, Albury NSW 2640",(02) 6041 7000,ben.b@beerdeluxe.com.au,http://www.paddysalbury.com.au/
Ovolo 1888 Darling Harbour,"139 Murray St, Pyrmont NSW 2009",(02) 8586 1888,1888@ovolohotels.com,http://www.ovolohotels.com.au/ovolo1888darlingharbour
Quest Bella Vista,"24 Norbrik Dr, Bella Vista NSW 2153",(02) 8818 9300,questbellavista@questapartments.com.au,http://www.questbellavista.com.au/
Ibis Budget,"Cnr Victoria Street and Newwell Hwy, Dubbo NSW 2830",(02) 6882 9211,h3496@accor.com,http://ibisbudgethotel.ibis.com/
Wentworth Hotel,"195 Parramatta Rd, Homebush West NSW 2140",(02) 9746 6400,info@thewentworth.com.au,http://www.thewentworth.com.au/
Ryedales Tavern,"20 West Parade, West Ryde NSW 2114",(02) 9809 3709,ryde@bbmg.com.au,http://www.ryedalestavern.com.au/
Parkroyal Parramatta,"30 Phillip St, Parramatta NSW 2150",(02) 9689 3333,enquiry.prsyp@parkroyalhotels.com,https://www.parkroyalhotels.com/en/hotels-resorts/australia/parramatta/stay/destination/our-location.html
ALPHA HOTELS & RESORTS PTY LTD,"1 Peter Brock Dr, Eastern Creek NSW 2766",(02) 8889 7700,enquiries@alphahotels.com.au,http://alphahotels.com.au/
Chifley Hotel Penrith,"Cnr Mulgoa and Jamison Roads,, Penrith NSW 2750",(02) 4721 7700,reservations.penrith@snhgroup.com,http://www.silverneedlehotels.com/chifley/penrith
Bomaderry Hotel,"71 Meroo St, Bomaderry NSW 2541",(02) 4421 2146,info@bangortavern.com.au,http://www.bomaderryhotel.com.au/
Seaton Arms Motor Inn,NA,(02) 6021 5999,info@seatonarms.com.au,http://www.seatonarms.com.au/
Federal Hotel,"77 Main St, Alstonville NSW 2477",(02) 6628 0719,federalhotel@dodo.com.au,http://www.thefedhotel.com.au/
Richmond Inn Hotel-Motel,"90 March St, Richmond NSW 2753",(02) 4578 1044,rickyinn@bigpond.com,http://www.rickyinn.com/
Mantra 2 Bond Street,"2 Bond St, Sydney NSW 2000",(02) 9250 9555,2bondst.res@mantra.com.au,http://www.mantra.com.au/
The Great Northern Hotel,"522 Pacific Hwy, Chatswood NSW 2067",(02) 9419 4555,manager@greatnorthernhotel.com.au,http://greatnorthernhotel.com.au/
"TREEHAVEN TOURIST PARK 278-280 princes highwy bomaderry, nsw 2541","278-280 Princes Hwy, Bomaderry NSW 2541",(02) 4421 3494,treehaven@shoalhaven.net.au,http://www.treehaventouristpark.com.au/
Red Lion Tavern The,"8025 New England Hwy, Glencoe NSW 2365",(02) 6733 3271,redlionglencoe@bigpond.com,http://www.redliontavern.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
The Grace Hotel,"77 York St, Sydney NSW 2000",(02) 9272 6888,grace@gracehotel.com.au,http://www.gracehotel.com.au/
Queen Victoria Hotel,"167 Enmore Rd, Enmore NSW 2042",(02) 9557 1613,info@qvh.com.au,http://www.qvh.com.au/
The Ranch Hotel,NA,(02) 9887 2411,the.ranch@alhgroup.com.au,https://www.theranch.com.au/
Peppers Convent,"Halls Rd, Pokolbin NSW 2320",NA,info@peppers.com.au,http://www.peppers.com.au/
Mercure Resort Hunter Valley Gardens,"2090 Broke Rd, Pokolbin NSW 2320",(02) 4998 2000,reservations@mercurehuntervalley.com.au,http://www.mercurehuntervalley.com.au/
Seabreeze Hotel,"Stockton St, Nelson Bay NSW 2315",(02) 4981 1511,seabreeze@nelsonbay.com,http://www.portstephensmotels.com/
Little Darlings Doll Museum and Coffee Shop,"The Lakes Way, Darawank NSW 2428",(02) 6554 3131,joanashard@bigpond.com,http://www.littledarlings.manningcbd.com.au/
Railway Hotel,"Cnr Adelaide and Haydon Sts, Murrurundi NSW 2338",(02) 6546 6220,hotel@railwayhotel.com.au,NA
Ingenia Holidays,"7 Catherine Cres, Lavington NSW 2641",(02) 6040 6275,albury@ingeniaholidays.com.au,https://www.ingeniaholidays.com.au/
Park Regis City Centre,"27 Park St, Sydney NSW 2000",1800 221 138,citycentre@parkregishotels.com,http://www.parkregishotels.com/
Mercure Sydney,"818- 820 George St, Sydney NSW 2000",(02) 9217 6666,h2073@accor.com,http://www.mercuresydney.com.au/
The Langham Sydney,"89 - 113 Kent St, Millers Point NSW 2000",(02) 9256 2222,tlsyd.info@langhamhotels.com,http://www.langhamhotels.com/en/the-langham/sydney
Lido Suites,"2 Roslyn St, Potts Point NSW 2011",(02) 8354 0956,kcsuites@leisureinnhotels.com,http://www.leisureinnhotels.com/
Veriu Randwick,"65-71 Belmore Rd, Randwick NSW 2031",(02) 9326 4919,hmrandwick@veriu.com.au,http://veriu.com.au/randwick
Stamford Hotels & Resorts,"S 222 L 2 Level 2 Cnr Robey & O'riordan St, Mascot NSW 2020",(02) 9770 7707,info@stamford.com.au,http://www.stamford.com.au/
The Harp Hotel,"124 Corrimal St, Wollongong NSW 2500",(02) 4228 4466,daniel@wnlgroup.com.au,http://www.harphotel.com.au/
Railway Lodge Motel,"99B Manning St, Taree NSW 2430",(02) 6551 3100,bookings@railwaylodge.com.au,http://railwaylodge.com.au/
Paradiso Resort-an Ascend Hotel Collection member,"70-80 Marine Parade, Kingscliff NSW 2487",(02) 6674 5744,reservations@paradisoresort.com.au,http://www.choicehotels.com.au/au862
Ettamogah Hotel,"Crn Merriville and Windsor Rds, Kellyville Ridge NSW 2155",(02) 9629 1130,ettamogah.hotel@alhgroup.com.au,http://www.ettamogahhotel.com.au/
Ibis Newcastle,"700 Hunter St, Newcastle West NSW 2302",(02) 4925 2266,H3236-re01@accor.com,http://www.ibishotels.com.au/
Caledonian Hotel,"40 George St, Singleton NSW 2330",(02) 6572 1356,calihotel@outlook.com,http://www.calihotel.com.au/
Boree Creek Hotel/Motel,"12 Drummond St, Boree Creek NSW 2652",(02) 6927 1407,boreecreekhotel@outlook.com,https://www.facebook.com/boreecreekhotel
Hamilton Station Hotel,"2-6 Beaumont St, Islington NSW 2296",(02) 4961 3852,hamiltonstationbookings@gmail.com,https://www.facebook.com/TheHamiltonStationHotel
The Australian Hotel,"Cnr Pitt Town and Windsor Rds, McGraths Hill NSW 2756",(02) 4577 3104,australianhotelmcgrathshill@gmail.com,https://www.facebook.com/pg/TheAustralianHotel/about/?ref=page_internal
Sharky Beach Bed and Breakfast,"5 Park St, Coledale NSW 2515",NA,ron@coledaleaccommodation.com.au,http://sharkybeachbedandbreakfast.com/
Dandaloo Hotel Motel,"336 Kanahooka Rd, Brownsville NSW 2530",(02) 4261 1122,dandaloohotel@bigpond.com,http://www.dandaloohotel.com/
Astor Hotel Motel,"93 Auburn St, Goulburn NSW 2580",(02) 4821 1155,info@astorhotelmotel.com.au,http://www.astorhotelmotel.com.au/
Parkview Hotel,"281 Summer St, Orange NSW 2800",(02) 6361 7014,info@parkvieworange.com.au,http://www.parkvieworange.com.au/
Cargo Inn,"34- 38 Belmore St, Cargo NSW 2800",(02) 6364 3085,cargo_inn@bigpond.com,https://www.facebook.com/CargoInn/info/?tab=page_info
Railway Hotel,"44 Molong St, Condobolin NSW 2877",(02) 6895 2650,info@railwayhotel.net.au,http://www.railwaymotelcondobolin.com.au/
APX Hotels Apartments,"8 Hope St, Rosehill NSW 2142",(02) 9687 7711,sales@apxhotelsapartments.com,http://www.apxhotelsapartments.com/
The Scarborough Hotel,"383 Lawrence Hargrave Dr, Scarborough NSW 2515",(02) 4267 5444,enquiries@thescarboroughhotel.com.au,http://www.thescarboroughhotel.com.au/
Mooloomoon,"Hay St, Moulamein NSW 2733",NA,mooloomoon@bigpond.com.au,http://www.mooloomoon.com.au/
HotelClub Pty Ltd,"Level 28 / 680 George St, Sydney NSW 2000",(02) 8263 5111,hotels@hotelclub.com.au,http://www.hotelclub.net/
Mercure Sydney Parramatta,"106 Hassall St, Rosehill NSW 2142",(02) 8836 1000,h2123@accor.com,http://www.mercurehotelparramatta.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
ibis Styles The Entrance Hotel,"315 Central Coast Hwy, The Entrance NSW 2261",(02) 4336 0400,reservations@ibisstylestheentrance.com.au,https://www.accorhotels.com/gb/hotel-9304-ibis-styles-the-entrance/index.shtml
Grand Hotel Kiama,"49 Manning St, Kiama NSW 2533",(02) 4232 1037,mail@grandhotelkiama.com.au,http://www.grandhotelkiama.com.au/
Swissotel Sydney,"68 Market St, Sydney NSW 2000",(02) 9238 8888,sydney@swissotel.com,http://www.swissotel.com/hotels/sydney
Best Western Haven Glebe,"196 Glebe Point Rd, Glebe NSW 2037",(02) 9660 6655,reservationsglebe@havenhotel.com.au,http://www.havenhotel.com.au/
InterContinental Sydney Double Bay,"33 Cross St, Double Bay NSW 2028",(02) 8388 8388,reservations.doublebay@ihg.com,https://www.icsydneydoublebay.com/
George IV Inn,"180 Argyle St, Picton NSW 2571",(02) 4677 1415,info@georgeiv.com.au,http://www.georgeiv.com.au/
Best Western Goulburn,"77 Lagoon St, Goulburn NSW 2580",(02) 4821 2422,bw.centretown@bestwestern.com.au,http://www.bestwestern.com.au/centretown
Belmore Manor,"30 Belmore St, Junee NSW 2663",(02) 6924 4147,stay@belmoremanor.com.au,http://www.belmoremanor.com.au/
Seasons Darling Harbour Sydney,"38 Harbour St, Sydney NSW 2000",(02) 9268 5600,reservations.sdh@sahg.com.au,http://www.sahg.com.au/seasons-hotel-darling-harbour
The Junction Hotel,"204 Corlette St, The Junction NSW 2291",(02) 4962 8888,info@junctionhotel.com.au,http://www.junctionhotel.com.au/
The George Hotel,"201 George St, Bathurst NSW 2795",(02) 6331 3399,info@thegeorgehotel.pub,http://thegeorgehotel.pub/contact
Quays Hotel,"62 Beach Rd, Batemans Bay NSW 2536",(02) 4472 9777,info@quayshotel.com.au,http://www.quayshotel.com.au/
Hotel Motel 5,"189 Armidale Rd, South Grafton NSW 2460",(02) 6642 2555,info@hotelmotel5.com.au,http://www.hotelmotel5.com.au/
57 Hotel,"57 Foveaux St, Surry Hills NSW 2010",(02) 9011 5757,57@57hotel.com.au,http://www.57hotel.com.au/
Novotel Sydney Brighton Beach,"The Grand Parade, Brighton Le Sands NSW 2216",(02) 9556 5111,H1656@accor.com,http://www.novotelbrightonbeach.com.au/
Pennant Hills Waldorf Apartment Hotel,"City View Rd, Pennant Hills NSW 2120",(02) 8837 8000,phills@waldorf.com.au,http://www.pennant-hills-waldorf.com.au/
The Exchange Hotel Kyogle,"63-65 Summerland Way, Kyogle NSW 2474",(02) 6632 1026,susanheigre@bigpond.com,http://kyoglebottompub.com.au/
Ibis Sydney King Street Wharf,"22 Shelley Street Corner Of Erskine Street, Sydney NSW 2000",(02) 8243 0700,h6412-re01@accor.com,http://www.ibis.com/gb/hotel-6412-ibis-sydney-king-street-wharf/index.shtml
The Urban Newtown,"52-60 Enmore Rd, Newtown NSW 2042",(02) 8960 7800,reservations@theurbanhotel.com.au,http://www.theurbannewtown.com.au/
Newcastle Beach Hotel,"21 Parnell Pl, Newcastle East NSW 2300",(02) 4926 3688,reservations@newcastlebeachhotel.com.au,http://www.newcastlebeachhotel.com.au/
Halcyon House,"21 Cypress Cres, Cabarita Beach NSW 2488",(02) 6676 1444,reservations@halcyonhouse.com.au,https://halcyonhouse.com.au/
Imperial Fine Accommodation,"88 Oxide St, Broken Hill NSW 2880",(08) 8087 7444,imperialfineaccommodation@bigpond.com,http://www.imperialfineaccommodation.com/
Travelodge Phillip Street,"165 Phillip St, Sydney NSW 2000",(02) 8224 9403,reservations@travelodge.com.au,http://www.travelodge.com.au/travelodge-phillip-street-sydney-city-hotel/home
Lake Jindabyne Hotel-Motel Pty Ltd,"21 Kosciuszko Rd, Jindabyne NSW 2627",1800 646 818,info@lakejindabynehotel.com.au,http://www.lakejindabynehotel.com.au/
Best Western Quirindi RSL Motel,"8 Abbott St, Quirindi NSW 2343",(02) 9746 1995,reception@quirindirslmotel.com.au,http://www.quirindirslmotel.com.au/
The Royal Hotel West Wyalong,"173 Main St, West Wyalong NSW 2671",(02) 6972 4337,theroyalhotelww@gmail.com,https://www.royalhotelww.com.au/
Rydges Sydney Central,"28 Albion St, Surry Hills NSW 2010",(02) 9289 0000,reservations_sydneycentral@rydges.com,http://www.rydges.com/sydneycentral
Stamford Hotels and Resorts,"93 Macquarie St, Sydney NSW 2000",(02) 9252 4600,reservations@spsa.stamford.com.au,http://www.stamford.com.au/
Hotel Bondi,"178 Campbell Parade, Bondi Beach NSW 2026",(02) 9130 3271,reception@hotelbondi.com.au,http://www.hotelbondi.com.au/
Abbotsleigh Motor Inn,NA,(02) 6772 9488,info@abbotsleighmotorinn.com.au,http://www.armidaleabbotsleighmotorinn.com.au/
Metro Aspire Hotel Sydney,"383-389 Bulwara Rd, Ultimo NSW 2007",(02) 9211 1499,reservations@aspirehotel.com,https://www.metrohotels.com.au/hotels/metro-aspire-hotel-sydney
Rydges Sydney Airport,"8 Arrivals Ct, Sydney International Airport NSW 2020",(02) 9313 2500,reservations_sydneyairport@rydges.com,http://www.rydges.com/accommodation/sydney-nsw/sydney-airport/welcome
Alexander The Great Motel Pty Ltd,"317 Windsor Rd, Vineyard NSW 2765",(02) 4577 5555,info@atgmotel.com.au,http://www.alexanderthegreatmotel.com.au/
Mercure Charlestown,"109 Madison Dr, Adamstown Heights NSW 2289",(02) 4943 8899,desk@mercurecharlestown.com.au,http://www.mercure.com/
Terminus Hotel,"25-27 Railway St, Coonamble NSW 2829",(02) 6822 1041,barrynelson57@bigpond.com,https://www.facebook.com/TerminusHotelBistro/?fref=ts
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
"Adina Apartment Hotel Norwest, Sydney","22 Brookhollow Ave, Baulkham Hills NSW 2153",(02) 8848 3300,norwest@adinahotels.com.au,https://www.adinahotels.com/hotel/norwest-sydney
Travelodge Wynyard,"7 - 9 York St, Sydney NSW 2000",1300 886 886,twys@travelodge.com.au,http://www.travelodge.com.au/travelodge-wynyard-sydney-hotel/home
The Sydney Boulevard Hotel,"90 William St, Woolloomooloo NSW 2000",(02) 9383 7222,admin@sydneyboulevard.com.au,https://www.sydneyboulevard.com.au/
Savoy Double Bay Hotel,"41 - 45 Knox St, Double Bay NSW 2028",(02) 9326 1411,info@savoyhotel.com.au,http://www.savoyhotel.com.au/
Lunatic Hotel Drake,"7710 Bruxner Hwy, Drake Village NSW 2469",(02) 6737 6757,rdkane@bigpond.com,https://www.facebook.com/pg/Lunatic-Hotel-Drake-688084747999863/about/?ref=page_internal
Travelodge Hotel Sydney Wynyard,"7-9 York St, Sydney NSW 2000",(02) 9274 1220,wynyard@travelodge.com.au,https://www.travelodge.com.au/hotel/sydney-wynyard
Travelodge Hotel Sydney,"27 Wentworth Ave, Sydney NSW 2000",(02) 8267 1700,news@travelodge.com.au,https://www.travelodge.com.au/locations
Central Hotel,"3 Memorial Dr, Shellharbour City Centre NSW 2529",(02) 4296 6619,info@centralhotelshellharbour.com.au,http://www.centralhotelshellharbour.com.au/
Rendezvous Studio Hotel Sydney Central,"Quay St, Haymarket NSW 2000",(02) 9212 2544,reservations.sydneyc@rendezvoushotels.com,http://www.rendezvoushotels.com/sydneycentral/default-en.html
Quest St Leonards,"10 Atchison St, St Leonards NSW 2065",(02) 8425 0400,contact@questapartments.com.au,http://www.questapartments.com.au/properties/nsw/st-leonards/quest-st-leonards/overview
Ibis Budget Sydney Airport,"5 Ross Smith Ave, Mascot NSW 2020",(02) 8339 1840,h5957-gm@accor.com,http://www.accorhotels.com/gb/hotel-5957-ibis-budget-sydney-airport/index.shtml
Crowne Plaza Hunter Valley,"430 Wine Country Dr, Lovedale NSW 2325",(02) 4991 0000,reservations.hunter@ihg.com,http://www.ihg.com/crowneplaza/huntervalley
"Discovery Parks - Maidens Inn, Moama","Deniliquin St, Moama NSW 2731",(03) 5480 9253,moamamaidens@discoveryparks.com.au,http://www.discoveryholidayparks.com.au/nsw/murray/maidens_inn_moama
Atura Blacktown,"32 Cricketers Arms Rd, Prospect NSW 2148",(02) 9421 0000,reservations_aturablacktown@evt.com,http://www.aturablacktown.com.au/
Sevan Apartments Forster,"14-18 Head St, Forster NSW 2428",(02) 6555 0300,bookings@sevan.com.au,http://www.sevan.com.au/
Narwee Hotel,"116 Penshurst Rd, Narwee NSW 2209",(02) 9533 3088,nhotel@bigpond.net.au,http://www.narweehotel.com.au/
Gregory Hills Hotel,"Corner Of Central Hills Drive and Gregory Hills Drive, Gregory Hills NSW 2557",(02) 9045 3750,enquiries@gregoryhillshotel.com.au,http://www.gregoryhillshotel.com.au/
Novotel Sydney Darling Square,"17 Little Pier St, Haymarket NSW 2000",(02) 8217 4000,sydney@rockfordhotels.com.au,http://www.accorhotels.com/gb/hotel-3021-novotel-sydney-rockford-darling-harbour/index.shtml#section-location
Novotel Sydney Central,"169-179 Thomas St, Haymarket NSW 2000",(02) 9281 6888,H8781@accor.com,http://www.novotelsydneycentral.com.au/en/home.html
Royal Hotel,"61 Jerilderie St, Berrigan NSW 2712",(03) 5885 2064,royalhotel11@bigpond.com,http://www.royalhotelberrigan.com.au/
Warilla Hotel-Motel,"61-67 Shellharbour Rd, Warilla NSW 2528",(02) 4295 1287,anna@warillabeachhotel.com.au,http://www.warillahotel.com.au/
